Order_ID,Product_ID,Quantity,Unit_Price,Discount,Customer_ID,Order_Date,Sales_Channel,Payment_Method,Customer_Name,Customer_Segment,City,Province,Region,Product_Name,Category,Subcategory,unit_price_product,Cost_Per_Unit,Gross_Sales,Discount_Amount,Net_Sales,Total_Cost,Profit
ORD-01508,PROD-0018,6,252.09,0.15,CUST-0288,2024-08-13,In-Store,Debit Card,Logan Hill,Consumer,Quebec City,Quebec,East,Cedar Power Bank,Electronics,Mobile,252.09,132.93,1512.54,226.88,1285.66,797.58,488.08
ORD-01508,PROD-0119,4,153.1,0.05,CUST-0288,2024-08-13,In-Store,Debit Card,Logan Hill,Consumer,Quebec City,Quebec,East,Evergreen Trail Shoes,Apparel,Footwear,153.1,76.54,612.4,30.62,581.78,306.16,275.62
ORD-01509,PROD-0084,3,238.67,0.15,CUST-0352,2025-01-21,Marketplace,PayPal,Harper White,Consumer,Montreal,Quebec,East,Aurora Foam Roller,Sports & Outdoors,Fitness,238.67,169.68,716.01,107.4,608.61,509.04,99.57
ORD-01509,PROD-0083,5,228.1,0.0,CUST-0352,2025-01-21,Marketplace,PayPal,Harper White,Consumer,Montreal,Quebec,East,Evergreen Dumbbell Set,Sports & Outdoors,Fitness,228.1,128.15,1140.5,0.0,1140.5,640.75,499.75
ORD-01509,PROD-0101,1,92.55,0.0,CUST-0352,2025-01-21,Marketplace,PayPal,Harper White,Consumer,Montreal,Quebec,East,Pioneer Performance Tee,Apparel,Athleisure,92.55,63.36,92.55,0.0,92.55,63.36,29.19
ORD-01510,PROD-0015,1,412.99,0.0,CUST-0092,2024-12-14,In-Store,Cash,William Hall,Consumer,Quebec City,Quebec,East,Summit Graphics Tablet,Electronics,Computing,412.99,204.01,412.99,0.0,412.99,204.01,208.98
ORD-01510,PROD-0074,2,49.38,0.1,CUST-0092,2024-12-14,In-Store,Cash,William Hall,Consumer,Quebec City,Quebec,East,Northwind Utility Cart,Home & Kitchen,Storage,49.38,34.89,98.76,9.88,88.88,69.78,19.1
ORD-01510,PROD-0048,2,26.92,0.05,CUST-0092,2024-12-14,In-Store,Cash,William Hall,Consumer,Quebec City,Quebec,East,Aurora Mechanical Pencil,Office Supplies,Writing,26.92,18.1,53.84,2.69,51.15,36.2,14.95
ORD-01511,PROD-0087,5,59.25,0.05,CUST-0195,2025-02-01,Phone Order,Credit Card,Aiden Lee,Home Office,Calgary,Alberta,West,Summit Travel Mug,Sports & Outdoors,Travel,59.25,35.97,296.25,14.81,281.44,179.85,101.59
ORD-01511,PROD-0120,3,72.62,0.0,CUST-0195,2025-02-01,Phone Order,Credit Card,Aiden Lee,Home Office,Calgary,Alberta,West,Aurora Indoor Slippers,Apparel,Footwear,72.62,41.48,217.86,0.0,217.86,124.44,93.42
ORD-01512,PROD-0038,5,539.34,0.05,CUST-0405,2024-01-10,In-Store,Credit Card,Liam Baker,Consumer,Winnipeg,Manitoba,Prairies,Northwind Floor Lamp,Furniture,Decor,539.34,298.45,2696.7,134.84,2561.86,1492.25,1069.61
ORD-01513,PROD-0103,4,39.33,0.05,CUST-0467,2024-05-30,In-Store,Credit Card,Jackson Hill,Consumer,Montreal,Quebec,East,Harbor Jogger Pants,Apparel,Athleisure,39.33,18.85,157.32,7.87,149.45,75.4,74.05
ORD-01513,PROD-0106,2,24.47,0.2,CUST-0467,2024-05-30,In-Store,Credit Card,Jackson Hill,Consumer,Montreal,Quebec,East,Apex Baseball Cap,Apparel,Accessories,24.47,12.34,48.94,9.79,39.15,24.68,14.47
ORD-01514,PROD-0107,3,75.08,0.1,CUST-0127,2024-10-07,Phone Order,PayPal,William Campbell,Corporate,Quebec City,Quebec,East,Evergreen Canvas Tote,Apparel,Accessories,75.08,48.83,225.24,22.52,202.72,146.49,56.23
ORD-01514,PROD-0028,2,173.49,0.3,CUST-0127,2024-10-07,Phone Order,PayPal,William Campbell,Corporate,Quebec City,Quebec,East,Vista Stool,Furniture,Seating,173.49,148.65,346.98,104.09,242.89,297.3,-54.41
ORD-01515,PROD-0104,4,154.09,0.15,CUST-0342,2024-06-05,Marketplace,Credit Card,Daniel Mitchell,Consumer,Mississauga,Ontario,Central,Lumen Sports Bra,Apparel,Athleisure,154.09,82.7,616.36,92.45,523.91,330.8,193.11
ORD-01515,PROD-0029,4,215.51,0.15,CUST-0342,2024-06-05,Marketplace,Credit Card,Daniel Mitchell,Consumer,Mississauga,Ontario,Central,Pioneer Lounge Chair,Furniture,Seating,215.51,148.64,862.04,129.31,732.73,594.56,138.17
ORD-01515,PROD-0090,4,235.91,0.0,CUST-0342,2024-06-05,Marketplace,Credit Card,Daniel Mitchell,Consumer,Mississauga,Ontario,Central,Cedar Carry-On Scale,Sports & Outdoors,Travel,235.91,118.82,943.64,0.0,943.64,475.28,468.36
ORD-01516,PROD-0045,2,49.53,0.05,CUST-0164,2024-01-23,In-Store,Credit Card,Liam Scott,Corporate,Montreal,Quebec,East,Nova Shipping Labels,Office Supplies,Paper,49.53,32.66,99.06,4.95,94.11,65.32,28.79
ORD-01516,PROD-0097,2,97.54,0.1,CUST-0164,2024-01-23,In-Store,Credit Card,Liam Scott,Corporate, MONTREAL ,Quebec,East,Atlas Water Bottle Cage,Sports & Outdoors,Cycling,97.54,63.45,195.08,19.51,175.57,126.9,48.67
ORD-01516,PROD-0051,1,76.8,0.15,CUST-0164,2024-01-23,In-Store,Credit Card,Liam Scott,Corporate,Montreal,Quebec,East,Summit Binder Set,Office Supplies,Organization,76.8,51.25,76.8,11.52,65.28,51.25,14.03
ORD-01517,PROD-0104,5,154.09,0.1,CUST-0404,2024-04-09,Online,PayPal,Liam Taylor,Consumer,Vancouver,British Columbia,West,Lumen Sports Bra,Apparel,Athleisure,154.09,82.7,770.45,77.05,693.4,413.5,279.9
ORD-01517,PROD-0007,2,117.78,0.1,CUST-0404,2024-04-09,Online,PayPal,Liam Taylor,Consumer,Vancouver,British Columbia,West,Harbor Noise Cancelling Headset,Electronics,Audio,117.78,102.71,235.56,23.56,212.0,205.42,6.58
ORD-01518,PROD-0028,5,173.49,0.15,CUST-0141,2025-03-28,In-Store,Credit Card,Jackson Clark,Consumer,Montreal,Quebec,East,Vista Stool,Furniture,Seating,173.49,148.65,867.45,130.12,737.33,743.25,-5.92
ORD-01519,PROD-0110,7,115.09,0.05,CUST-0010,2025-01-05,In-Store,Debit Card,Mia Clark,Home Office,Fredericton,New Brunswick,Atlantic,Northwind Winter Scarf,Apparel,Accessories,115.09,67.39,805.63,40.28,765.35,471.73,293.62
ORD-01519,PROD-0019,5,344.72,0.15,CUST-0010,2025-01-05,In-Store,Debit Card,Mia Clark,Home Office,Fredericton,New Brunswick,Atlantic,Harbor Smart Watch Band,Electronics,Mobile,344.72,160.53,1723.6,258.54,1465.06,802.65,662.41
ORD-01519,PROD-0049,1,82.88,0.2,CUST-0010,2025-01-05,In-Store,Debit Card,Mia Clark,Home Office,Fredericton,New Brunswick,Atlantic,Atlas Highlighter Pack,Office Supplies,Writing,82.88,39.33,82.88,16.58,66.3,39.33,26.97
ORD-01520,PROD-0056,3,6.43,0.05,CUST-0184,2024-02-23,Online,Debit Card,William Smith,Consumer,Halifax,Nova Scotia,Atlantic,Lumen Packing Tape,Office Supplies,Mailroom,6.43,4.13,19.29,0.96,18.33,12.39,5.94
ORD-01520,PROD-0020,1,43.92,0.0,CUST-0184,2024-02-23,Online,Debit Card,William Smith,Consumer,Halifax,Nova Scotia,Atlantic,Lumen Wireless Dock,Electronics,Mobile,43.92,30.51,43.92,0.0,43.92,30.51,13.41
ORD-01521,PROD-0049,4,82.88,0.1,CUST-0501,2024-11-05,In-Store,Cash,Sofia King,Home Office,Toronto,Ontario,Central,Atlas Highlighter Pack,Office Supplies,Writing,82.88,39.33,331.52,33.15,298.37,157.32,141.05
ORD-01521,PROD-0100,3,134.68,0.1,CUST-0501,2024-11-05,In-Store,Cash,Sofia King,Home Office,Toronto,Ontario,Central,Vista LED Bike Light,Sports & Outdoors,Cycling,134.68,65.5,404.04,40.4,363.64,196.5,167.14
ORD-01522,PROD-0015,1,412.99,0.05,CUST-0392,2024-10-08,In-Store,Credit Card,Liam Thomas,Small Business,Toronto,Ontario,Central,Summit Graphics Tablet,Electronics,Computing,412.99,204.01,412.99,20.65,392.34,204.01,188.33
ORD-01523,PROD-0036,4,441.84,0.1,CUST-0522,2024-08-18,Online,Debit Card,Logan Singh,Home Office, QUEBEC CITY ,Quebec,East,Aurora Desk Lamp,Furniture,Decor,441.84,295.4,1767.36,176.74,1590.62,1181.6,409.02
ORD-01523,PROD-0089,1,180.92,0.05,CUST-0522,2024-08-18,Online,Debit Card,Logan Singh,Home Office,Quebec City,Quebec,East,Pioneer Cooler Bag,Sports & Outdoors,Travel,180.92,94.42,180.92,9.05,171.87,94.42,77.45
ORD-01524,PROD-0117,5,59.3,0.05,CUST-0445,2024-11-01,In-Store,Credit Card,Victoria Singh,Consumer,Ottawa,Ontario,Central,Nova Walking Sneakers,Apparel,Footwear,59.3,30.94,296.5,14.82,281.68,154.7,126.98
ORD-01525,PROD-0104,3,154.09,0.05,CUST-0416,2025-12-18,Online,Debit Card,Layla Lee,Corporate,Ottawa,Ontario,Central,Lumen Sports Bra,Apparel,Athleisure,154.09,82.7,462.27,23.11,439.16,248.1,191.06
ORD-01525,PROD-0068,3,156.65,0.1,CUST-0416,2025-12-18,Online,Debit Card,Layla Lee,Corporate,Ottawa,Ontario,Central,Lumen Cutlery Tray,Home & Kitchen,Dining,156.65,109.42,469.95,47.0,422.95,328.26,94.69
ORD-01526,PROD-0077,4,252.19,0.0,CUST-0128,2024-07-31,Phone Order,Cash,Ava Baker,Home Office,Hamilton,Ontario,Central,Pioneer Candle Set,Home & Kitchen,Decor,252.19,161.48,1008.76,0.0,1008.76,645.92,362.84
ORD-01527,PROD-0021,1,321.01,0.15,CUST-0458,2024-11-17,Online,Credit Card,Amelia Jackson,Consumer,Hamilton,Ontario,Central,Nova Standing Desk, furniture,Office,321.01,273.37,321.01,48.15,272.86,273.37,-0.51
ORD-01528,PROD-0070,2,225.17,0.15,CUST-0036,2024-03-27,Phone Order,Debit Card,Olivia Harris,Home Office,Victoria,British Columbia,West,Apex Water Pitcher,Home & Kitchen,Dining,225.17,159.81,450.34,67.55,382.79,319.62,63.17
ORD-01528,PROD-0022,1,618.78,0.0,CUST-0036,2024-03-27,Phone Order,Debit Card,Olivia Harris,Home Office,Victoria,British Columbia,West,Apex Executive Desk,Furniture,Office,618.78,418.07,618.78,0.0,618.78,418.07,200.71
ORD-01529,PROD-0089,3,180.92,0.2,CUST-0532,2024-10-27,In-Store,Credit Card,Ava Nguyen,Corporate,Calgary,Alberta,West,Pioneer Cooler Bag,Sports & Outdoors,Travel,180.92,94.42,542.76,108.55,434.21,283.26,150.95
ORD-01529,PROD-0041,2,37.4,0.05,CUST-0532,2024-10-27,In-Store,Credit Card,Ava Nguyen,Corporate,Calgary,Alberta,West,Pioneer Notebook Pack,Office Supplies,Paper,37.4,18.95,74.8,3.74,71.06,37.9,33.16
ORD-01530,PROD-0025,1,405.16,0.15,CUST-0215,2025-12-05,Online,PayPal,William Garcia,Small Business,Ottawa,Ontario,Central,Atlas Meeting Table,Furniture,Office,405.16,272.93,405.16,60.77,344.39,272.93,71.46
ORD-01531,PROD-0017,3,271.38,0.0,CUST-0221,2024-05-17,In-Store,Credit Card,Jack Moore,Consumer,Hamilton,Ontario,Central,Pioneer Tablet Cover,Electronics,Mobile,271.38,170.32,814.14,0.0,814.14,510.96,303.18
ORD-01531,PROD-0094,1,69.53,0.05,CUST-0221,2024-05-17,In-Store,Credit Card,Jack Moore,Consumer,Hamilton,Ontario,Central,Apex Insulated Bottle,Sports & Outdoors,Outdoor Gear,69.53,36.49,69.53,3.48,66.05,36.49,29.56
ORD-01532,PROD-0089,1,180.92,0.1,CUST-0168,2025-02-13,Online,Cash,Sofia Lee,Consumer,Toronto,Ontario,Central,Pioneer Cooler Bag,Sports & Outdoors,Travel,180.92,94.42,180.92,18.09,162.83,94.42,68.41
ORD-01532,PROD-0019,2,344.72,0.1,CUST-0168,2025-02-13,Online,Cash,Sofia Lee,Consumer,Toronto,Ontario,Central,Harbor Smart Watch Band,Electronics,Mobile,344.72,160.53,689.44,68.94,620.5,321.06,299.44
ORD-01532,PROD-0069,3,203.59,0.1,CUST-0168,2025-02-13,Online,Cash,Sofia Lee,Consumer,Toronto,Ontario,Central,Nova Serving Bowl,Home & Kitchen,Dining,203.59,138.46,610.77,61.08,549.69,415.38,134.31
ORD-01533,PROD-0106,1,24.47,0.2,CUST-0578,2025-11-04,In-Store,Debit Card,Owen Anderson,Consumer,Toronto,Ontario,Central,Apex Baseball Cap,Apparel,Accessories,24.47,12.34,24.47,4.89,19.58,12.34,7.24
ORD-01534,PROD-0016,3,349.12,0.1,CUST-0445,2025-01-23,Online,Debit Card,Victoria Singh,Consumer,Ottawa,Ontario,Central,Vista Phone Charger,Electronics,Mobile,349.12,194.38,1047.36,104.74,942.62,583.14,359.48
ORD-01535,PROD-0100,5,134.68,0.0,CUST-0417,2024-03-08,Online,Credit Card,Mia Patel,Small Business,Vancouver,British Columbia,West,Vista LED Bike Light,Sports & Outdoors,Cycling,134.68,65.5,673.4,0.0,673.4,327.5,345.9
ORD-01535,PROD-0035,1,605.6,0.3,CUST-0417,2024-03-08,Online,Credit Card,Mia Patel,Small Business,Vancouver,British Columbia,West,Evergreen Closet Organizer,Furniture,Storage,605.6,537.36,605.6,181.68,423.92,537.36,-113.44
ORD-01535,PROD-0019,1,344.72,0.2,CUST-0417,2024-03-08,Online,Credit Card,Mia Patel,Small Business,Vancouver,British Columbia,West,Harbor Smart Watch Band,Electronics,Mobile,344.72,160.53,344.72,68.94,275.78,160.53,115.25
ORD-01535,PROD-0112,5,39.72,0.0,CUST-0417,2024-03-08,Online,Credit Card,Mia Patel,Small Business,Vancouver,British Columbia,West,Vista Puffer Vest,Apparel,Outerwear,39.72,27.46,198.6,0.0,198.6,137.3,61.3
ORD-01536,PROD-0045,4,49.53,0.15,CUST-0540,2024-11-09,In-Store,PayPal,Isla Walker,Corporate,St. John's,Newfoundland and Labrador,Atlantic,Nova Shipping Labels,Office Supplies,Paper,49.53,32.66,198.12,29.72,168.4,130.64,37.76
ORD-01537,PROD-0097,2,97.54,0.05,CUST-0565,2024-10-04,In-Store,Cash,Daniel Evans,Small Business,Edmonton,Alberta,West,Atlas Water Bottle Cage,Sports & Outdoors,Cycling,97.54,63.45,195.08,9.75,185.33,126.9,58.43
ORD-01538,PROD-0017,1,271.38,0.05,CUST-0545,2025-07-18,In-Store,PayPal,Owen Scott,Home Office,Halifax,Nova Scotia,Atlantic,Pioneer Tablet Cover,Electronics,Mobile,271.38,170.32,271.38,13.57,257.81,170.32,87.49
ORD-01538,PROD-0034,1,123.52,0.0,CUST-0545,2025-07-18,In-Store,PayPal,Owen Scott,Home Office,Halifax,Nova Scotia,Atlantic,Apex Shelf Rack,Furniture,Storage,123.52,63.22,123.52,0.0,123.52,63.22,60.3
ORD-01539,PROD-0048,1,26.92,0.05,CUST-0388,2025-08-04,In-Store,Credit Card,Daniel Martin,Consumer,Hamilton,Ontario,Central,Aurora Mechanical Pencil,Office Supplies,Writing,26.92,18.1,26.92,1.35,25.57,18.1,7.47
ORD-01539,PROD-0091,4,213.39,0.0,CUST-0388,2025-08-04,In-Store,Credit Card,Daniel Martin,Consumer,Hamilton,Ontario,Central,Harbor Camping Lantern,Sports & Outdoors,Outdoor Gear,213.39,103.08,853.56,0.0,853.56,412.32,441.24
ORD-01539,PROD-0100,8,134.68,0.1,CUST-0388,2025-08-04,In-Store,Credit Card,Daniel Martin,Consumer,Hamilton,Ontario,Central,Vista LED Bike Light,Sports & Outdoors,Cycling,134.68,65.5,1077.44,107.74,969.7,524.0,445.7
ORD-01540,PROD-0113,2,38.39,0.15,CUST-0515,2024-10-20,Online,Credit Card,Daniel Baker,Corporate,Ottawa,Ontario,Central,Pioneer Fleece Pullover,Apparel,Outerwear,38.39,18.67,76.78,11.52,65.26,37.34,27.92
ORD-01540,PROD-0119,7,153.1,0.05,CUST-0515,2025-13-40,Online,Credit Card,Daniel Baker,Corporate,Ottawa,Ontario,Central,Evergreen Trail Shoes,Apparel,Footwear,153.1,76.54,1071.7,53.59,1018.11,535.78,482.33
ORD-01540,PROD-0105,2,65.54,0.0,CUST-0515,2024-10-20,Online,Credit Card,Daniel Baker,Corporate,Ottawa,Ontario,Central,Nova Zip Jacket,Apparel,Athleisure,65.54,46.37,131.08,0.0,131.08,92.74,38.34
ORD-01540,PROD-0030,1,57.35,0.1,CUST-0515,2024-10-20,Online,Credit Card,Daniel Baker,Corporate,Ottawa,Ontario,Central,Cedar Drafting Chair,Furniture,Seating,57.35,35.61,57.35,5.74,51.61,35.61,16.0
ORD-01541,PROD-0119,5,153.1,0.0,CUST-0096,2024-06-18,In-Store,Credit Card,Mia Green,Consumer,Winnipeg,Manitoba,Prairies,Evergreen Trail Shoes,Apparel,Footwear,153.1,76.54,765.5,0.0,765.5,382.7,382.8
ORD-01541,PROD-0064,7,239.47,0.1,CUST-0096,2024-06-18,In-Store,Credit Card,Mia Green,Consumer,Winnipeg,Manitoba,Prairies,Vista Electric Kettle,Home & Kitchen,Appliances,239.47,122.7,1676.29,167.63,1508.66,858.9,649.76
ORD-01542,PROD-0069,2,203.59,0.05,CUST-0140,2025-05-06,In-Store,PayPal,Scarlett Scott,Consumer, VANCOUVER ,British Columbia,West,Nova Serving Bowl,Home & Kitchen,Dining,203.59,138.46,407.18,20.36,386.82,276.92,109.9
ORD-01542,PROD-0090,6,235.91,0.1,CUST-0140,2025-05-06,In-Store,PayPal,Scarlett Scott,Consumer,Vancouver,British Columbia,West,Cedar Carry-On Scale,Sports & Outdoors,Travel,235.91,118.82,1415.46,141.55,1273.91,712.92,560.99
ORD-01542,PROD-0016,-4,349.12,0.1,CUST-0140,2025-05-06,In-Store,PayPal,Scarlett Scott,Consumer,Vancouver,British Columbia,West,Vista Phone Charger,Electronics,Mobile,349.12,194.38,1396.48,139.65,1256.83,777.52,479.31
ORD-01543,PROD-0113,1,38.39,0.05,CUST-0354,2024-09-07,Phone Order,Debit Card,Olivia Garcia,Consumer,Calgary,Alberta,West,Pioneer Fleece Pullover,Apparel,Outerwear,38.39,18.67,38.39,1.92,36.47,18.67,17.8
ORD-01543,PROD-0068,1,156.65,0.15,CUST-0354,2024-09-07,Phone Order,Debit Card,Olivia Garcia,Consumer,Calgary,Alberta,West,Lumen Cutlery Tray,Home & Kitchen,Dining,156.65,109.42,156.65,23.5,133.15,109.42,23.73
ORD-01543,PROD-0088,4,225.31,0.15,CUST-0354,2024-09-07,Phone Order,Debit Card,Olivia Garcia,Consumer,Calgary,Alberta,West,Vista Packing Cube Set,Sports and Outdoors,Travel,225.31,111.88,901.24,135.19,766.05,447.52,318.53
ORD-01543,PROD-0078,1,242.21,0.05,CUST-0354,2024-09-07,Phone Order,Debit Card,Olivia Garcia,Consumer,Calgary,Alberta,West,Cedar Wall Art,Home & Kitchen,Decor,242.21,160.98,242.21,12.11,230.1,160.98,69.12
ORD-01544,PROD-0022,7,618.78,0.05,CUST-0137,2025-06-10,Online,Credit Card,Aiden Roberts,Consumer,Vancouver,British Columbia,West,Apex Executive Desk,Furniture,Office,618.78,418.07,4331.46,216.57,4114.89,2926.49,1188.4
ORD-01544,PROD-0048,4,26.92,0.1,CUST-0137,2025-06-10,Online,Credit Card,Aiden Roberts,Consumer,Vancouver,British Columbia,West,Aurora Mechanical Pencil,Office Supplies,Writing,26.92,18.1,107.68,10.77,96.91,72.4,24.51
ORD-01545,PROD-0095,3,23.73,0.05,CUST-0121,2024-10-24,Online,Credit Card,Nathan Garcia,Small Business,Vancouver,British Columbia,West,Evergreen Trail Backpack,Sports & Outdoors,Outdoor Gear,23.73,12.5,71.19,3.56,67.63,37.5,30.13
ORD-01546,PROD-0115,1,129.13,0.0,CUST-0313,2025-10-20,In-Store,Cash,Leah Davis,Home Office,Fredericton,New Brunswick,Atlantic,Harbor Softshell Coat,Apparel,Outerwear,129.13,83.64,129.13,0.0,129.13,83.64,45.49
ORD-01546,PROD-0080,2,53.84,0.0,CUST-0313,2025-10-20,In-Store,Cash,Leah Davis,Home Office,Fredericton,New Brunswick,Atlantic,Lumen Table Runner, HOME & KITCHEN ,Decor,53.84,29.06,107.68,0.0,107.68,58.12,49.56
ORD-01546,PROD-0109,1,27.64,0.05,CUST-0313,2025-10-20,In-Store,Cash,Leah Davis,Home Office,Fredericton,New Brunswick,Atlantic,Atlas Leather Belt,Apparel,Accessories,27.64,16.98,27.64,1.38,26.26,16.98,9.28
ORD-01546,PROD-0063,4,141.61,0.05,CUST-0313,2025-10-20,In-Store,Cash,Leah Davis,Home Office,Fredericton,New Brunswick,Atlantic,Summit Air Fryer,Home & Kitchen,Appliances,141.61,65.17,566.44,28.32,538.12,260.68,277.44
ORD-01547,PROD-0116,2,134.64,0.15,CUST-0010,2024-04-13,Online,Credit Card,Mia Clark,Home Office,Fredericton,New Brunswick,Atlantic,Lumen Running Shoes,Apparel,Footwear,134.64,71.22,269.28,40.39,228.89,142.44,86.45
ORD-01547,PROD-0020,1,43.92,0.1,CUST-0010,2024-04-13,Online,Credit Card,Mia Clark,Home Office,Fredericton,New Brunswick,Atlantic,Lumen Wireless Dock,Electronics,Mobile,43.92,30.51,43.92,4.39,39.53,30.51,9.02
ORD-01548,PROD-0115,3,129.13,0.0,CUST-0257,2024-08-19,In-Store,Credit Card,Daniel Edwards,Corporate,Vancouver,British Columbia,West,Harbor Softshell Coat,Apparel,Outerwear,129.13,83.64,387.39,0.0,387.39,250.92,136.47
ORD-01548,PROD-0024,8,332.34,0.1,CUST-0257,2024-08-19,In-Store,Credit Card,Daniel Edwards,Corporate,Vancouver,British Columbia,West,Aurora Printer Cabinet,Furniture,Office,332.34,167.39,2658.72,265.87,2392.85,1339.12,1053.73
ORD-01549,PROD-0114,6,46.53,0.0,CUST-0450,2024-06-14,Online,PayPal,Charlotte Taylor,Consumer,Toronto,Ontario,Central,Cedar Windbreaker,Apparel,Outerwear,46.53,23.7,279.18,0.0,279.18,142.2,136.98
ORD-01550,PROD-0116,4,134.64,0.15,CUST-0195,2024-10-18,Online,Credit Card,Aiden Lee,Home Office,Calgary,Alberta,West,Lumen Running Shoes,Apparel,Footwear,134.64,71.22,538.56,80.78,457.78,284.88,172.9
ORD-01550,PROD-0005,7,34.21,0.2,CUST-0195,2024-10-18,Online,Credit Card,Aiden Lee,Home Office,Calgary,Alberta,West,Pioneer Webcam,Electronics,Accessories,34.21,23.17,239.47,47.89,191.58,162.19,29.39
ORD-01550,PROD-0021,1,321.01,0.2,CUST-0195,2024-10-18,Online,Credit Card,Aiden Lee,Home Office,Calgary,Alberta,West,Nova Standing Desk,Furniture,Office,321.01,273.37,321.01,64.2,256.81,273.37,-16.56
ORD-01551,PROD-0113,4,38.39,0.1,CUST-0508,2025-11-29,In-Store,Credit Card,Nathan Martin,Consumer,Toronto,Ontario,Central,Pioneer Fleece Pullover,Apparel,Outerwear,38.39,18.67,153.56,15.36,138.2,74.68,63.52
ORD-01551,PROD-0052,5,34.51,0.0,CUST-0508,2025-11-29,In-Store,Credit Card,Nathan Martin,Consumer,Toronto,Ontario,Central,Vista Document Tray,Office Supplies,Organization,34.51,23.4,172.55,0.0,172.55,117.0,55.55
ORD-01551,PROD-0065,7,42.62,0.1,CUST-0508,2025-11-29,In-Store,Credit Card,Nathan Martin,Consumer,Toronto,Ontario,Central,Pioneer Rice Cooker,Home and Kitchen,Appliances,42.62,27.55,298.34,29.83,268.51,192.85,75.66
ORD-01552,PROD-0007,2,117.78,0.3,CUST-0130,2024-06-08,Online,Credit Card,James Nguyen,Corporate,Mississauga,Ontario,Central,Harbor Noise Cancelling Headset,Electronics,Audio,117.78,102.71,235.56,70.67,164.89,205.42,-40.53
ORD-01552,PROD-0087,4,59.25,0.05,CUST-0130,2024-06-08,Online,Credit Card,James Nguyen,Corporate,Mississauga,Ontario,Central,Summit Travel Mug,Sports & Outdoors,Travel,59.25,35.97,237.0,11.85,225.15,143.88,81.27
ORD-01552,PROD-0107,2,75.08,0.05,CUST-0130,2024-06-08,Online,Credit Card,James Nguyen,Corporate,Mississauga,Ontario,Central,Evergreen Canvas Tote,Apparel,Accessories,75.08,48.83,150.16,7.51,142.65,97.66,44.99
ORD-01553,PROD-0036,4,441.84,0.15,CUST-0440,2024-09-10,In-Store,PayPal,Emily Taylor,Home Office,Mississauga,Ontario,Central,Aurora Desk Lamp,Furniture,Decor,441.84,295.4,1767.36,265.1,1502.26,1181.6,320.66
ORD-01554,PROD-0104,4,154.09,0.05,CUST-0254,2025-11-13,Marketplace,Credit Card,Daniel Thomas,Consumer,Calgary,Alberta,West,Lumen Sports Bra,Apparel,Athleisure,154.09,82.7,616.36,30.82,585.54,330.8,254.74
ORD-01554,PROD-0014,1,22.81,0.25,CUST-0254,2025-11-13,Marketplace,Credit Card,Daniel Thomas,Consumer,Calgary,Alberta,West,Northwind Router,Electronics,Computing,22.81,20.87,22.81,5.7,17.11,20.87,-3.76
ORD-01554,PROD-0090,3,235.91,0.0,CUST-0254,2025-11-13,Marketplace,Credit Card,Daniel Thomas,Consumer,Calgary,Alberta,West,Cedar Carry-On Scale,Sports & Outdoors,Travel,235.91,118.82,707.73,0.0,707.73,356.46,351.27
ORD-01555,PROD-0019,2,344.72,0.05,CUST-0124,2024-05-15,Online,Credit Card,Scarlett Green,Consumer,Toronto,Ontario,Central,Harbor Smart Watch Band,Electronics,Mobile,344.72,160.53,689.44,34.47,654.97,321.06,333.91
ORD-01556,PROD-0030,2,57.35,0.0,CUST-0094,2024-02-22,Online,Debit Card,Liam Thompson,Consumer,Montreal,Quebec,East,Cedar Drafting Chair,Furniture,Seating,57.35,35.61,114.7,0.0,114.7,71.22,43.48
ORD-01556,PROD-0029,2,215.51,0.0,CUST-0094,2024-02-22,Online,Debit Card,Liam Thompson,Consumer,Montreal,Quebec,East,Pioneer Lounge Chair,Furniture,Seating,215.51,148.64,431.02,0.0,431.02,297.28,133.74
ORD-01556,PROD-0044,1,9.04,0.05,CUST-0094,2024-02-22,Online,Debit Card,Liam Thompson,Consumer,Montreal,Quebec,East,Lumen Sketch Pad,Office Supplies,Paper,9.04,6.49,9.04,0.45,8.59,6.49,2.1
ORD-01557,PROD-0006,1,149.77,0.1,CUST-0360,2025-12-29,Online,Credit Card,Charlotte Young,Consumer,Mississauga,Ontario,Central,Cedar Bluetooth Speaker,Electronics,Audio,149.77,72.45,149.77,14.98,134.79,72.45,62.34
ORD-01558,PROD-0056,1,6.43,0.05,CUST-0330,2024-08-05,Online,Credit Card,Sofia Evans,Corporate,Edmonton,Alberta,West,Lumen Packing Tape,Office Supplies,Mailroom,6.43,4.13,6.43,0.32,6.11,4.13,1.98
ORD-01558,PROD-0024,2,332.34,0.0,CUST-0330,2024-08-05,Online,Credit Card,Sofia Evans,Corporate,Edmonton,Alberta,West,Aurora Printer Cabinet,Furniture,Office,332.34,167.39,664.68,0.0,664.68,334.78,329.9
ORD-01559,PROD-0095,2,23.73,0.1,CUST-0014,2025-11-30,In-Store,Cash,Grace Nguyen,Corporate,Quebec City,Quebec,East,Evergreen Trail Backpack,Sports & Outdoors,Outdoor Gear,23.73,12.5,47.46,4.75,42.71,25.0,17.71
ORD-01559,PROD-0104,3,154.09,0.05,CUST-0014,2025-11-30,In-Store,Cash,Grace Nguyen,Corporate,Quebec City,Quebec,East,Lumen Sports Bra,Apparel,Athleisure,154.09,82.7,462.27,23.11,439.16,248.1,191.06
